,Age,Annual_Premium,Vintage
834,-2.0976316483219035,-2.1708510890736674,-2.0916873433253818
2845,-2.0823015427077722,-2.170527649044275,-2.090942099712458
2064,-2.0976316483219035,-2.1702641568046728,-2.1237943596647932
1820,-2.1557012195321574,-2.1699585793546126,-2.093685491723039
5026,-2.191961112166097,-2.16976358197516,-2.127512314356138
1857,-2.2233668074848323,-2.1694756572500973,-2.1414068355065288
2482,-2.13350993876291,-2.1693825900009065,-2.0797739298623563
5054,-2.073437450045076,-2.169171227831167,-2.126258709139809
4393,-2.1139202574682576,-2.1688081862204553,-2.085494155770504
5608,-2.1641641375892045,-2.1681596726552312,-2.1250193910046304
2119,-2.113364963443682,-2.167580264316764,-2.07679662801785
3738,-2.077060443553136,-2.167253494797836,-2.0969573491629374
3079,-2.0980097013296524,-2.167086122997664,-2.0724021851950676
877,-2.2020289340801282,-2.1667517908792755,-2.0892060874511396
214,-2.1194151825236576,-2.166701688382079,-2.0814767548451103
2289,-2.0750465822331217,-2.16630964590449,-2.093220666050681
2132,-2.258376723232815,-2.165743776258995,-2.085494155770504
5917,-2.071434191771389,-2.165619165529077,-2.1428233989997247
3981,-2.212497554757923,-2.1654863324570295,-2.072061619792671
4981,-2.0894436780309738,-2.1654863324570295,-2.1305887223476825
1381,-2.0976316483219035,-2.165088359939195,-2.1516228763729535
1310,-2.1557012195321574,-2.164922771230631,-2.2064474381511596
1635,-2.0750465822331217,-2.164484624497754,-2.073996501046305
2060,-2.1200410638797687,-2.1644020633172234,-2.083450766891313
2718,-2.0976316483219035,-2.1642535396039664,-2.201408123568828
2085,-2.1258679774378892,-2.163849787926348,-2.1202049836080628
3292,-2.102904797196948,-2.16381686495333,-2.0719389812176923
5962,-2.0857723126783307,-2.163233395163929,-2.076428401940805
3371,-2.2837168691366907,-2.1631431530853886,-2.1145084003375993
2586,-2.079478830948788,-2.162267508524633,-2.0749208925583966
3878,-2.113364963443682,-2.1622185232045785,-2.1717655086760788
1065,-2.140858452685774,-2.1621369084372324,-2.193069216692259
5164,-2.102473005953386,-2.1618189384885254,-2.1230752026106368
3753,-2.1265708834896353,-2.161639800913451,-2.1305887223476825
520,-2.13350993876291,-2.1609816793563015,-2.082007839690138
3919,-2.072293499282851,-2.1607709074408215,-2.096458658301306
1746,-2.1730285420037605,-2.1606170284017514,-2.075871748882876
2526,-2.212497554757923,-2.1604228318171304,-2.073123148178577
283,-2.108208242346419,-2.1603419748673227,-2.0981633306863516
2431,-2.077060443553136,-2.160261152207892,-2.0718734396568665
3820,-2.0931936280054435,-2.15978499649876,-2.0784122882244267
4455,-2.0823015427077722,-2.159680241313251,-2.170765412094437
3580,-2.0931936280054435,-2.1595352913422134,-2.0812640574572354
4154,-2.296986535885323,-2.1585237523731786,-2.2144068435579713
4252,-2.108208242346419,-2.1584997344638017,-2.0726180168329202
4439,-2.0980097013296524,-2.1584116952006527,-2.203339340660654
2475,-2.1139202574682576,-2.158123856800386,-2.140004561471401
5555,-2.073437450045076,-2.158020024371072,-2.119511299275204
1148,-2.354059001162933,-2.1578923101656473,-2.105553231054693
4581,-2.296986535885323,-2.1578923101656473,-2.1206849821018716
3204,-2.079478830948788,-2.157868373525054,-2.215227023964519
3823,-2.0980097013296524,-2.157860395330615,-2.0743583624425854
3483,-2.0751594205352744,-2.157398246763779,-2.1700831426753266
163,-2.113364963443682,-2.1571835021210584,-2.0743583624425854
904,-2.13350993876291,-2.156897564784992,-2.104186530766584
216,-2.1641641375892045,-2.1562400138076354,-2.1250193910046304
4353,-2.1200410638797687,-2.1561372378683226,-2.0750982508347535
343,-2.13350993876291,-2.156042419206215,-2.0981633306863516
2166,-2.079478830948788,-2.156042419206215,-2.071864995004577
923,-2.085528378499407,-2.1558292577559355,-2.0952928606617496
672,-2.132723162051314,-2.1550183820480546,-2.086125177470641
2312,-2.073437450045076,-2.1549084467718176,-2.072772119444214
1961,-2.0976316483219035,-2.1547123009446993,-2.205284860880476
4149,-2.1200410638797687,-2.1545790441996298,-2.088792037912481
311,-2.38498949317441,-2.154289357375622,-2.164155862434355
3197,-2.108208242346419,-2.1541329653592234,-2.073013362834014
1177,-2.1476399647288504,-2.1538752184027894,-2.1123297594154957
403,-2.089159139414817,-2.1536178448706176,-2.1480310462075556
2651,-2.1200410638797687,-2.153158622837128,-2.2064474381511596
5046,-2.085528378499407,-2.1531275323460397,-2.133207522402267
306,-2.140858452685774,-2.15287124513812,-2.083686752628588
4198,-2.089159139414817,-2.152328841781155,-2.129300753055138
5665,-2.1265708834896353,-2.1517110096634093,-2.0771791295899495
762,-2.0825084208381712,-2.1515877065913473,-2.0871591468374655
4724,-2.102473005953386,-2.151195263903472,-2.084274943482952
3234,-2.2020289340801282,-2.1511875778644383,-2.0754093757976753
4150,-2.0710523185687153,-2.151026250254433,-2.072182242225394
5066,-2.0735232612671703,-2.150987861207329,-2.173462172160751
1555,-2.1139202574682576,-2.1508727455022827,-2.1949374808765656
4734,-2.0735232612671703,-2.1508650738652326,-2.075871748882876
5628,-2.0857723126783307,-2.150734708499434,-2.1102082539411056
5420,-2.3106557297926438,-2.150727043034599,-2.0754093757976753
406,-2.1194151825236576,-2.1504283573746905,-2.1690915816705383
4305,-2.1476399647288504,-2.1502065958861083,-2.074250526124554
4713,-2.1139202574682576,-2.150160750204111,-2.1213871562443414
5101,-2.1822942578411313,-2.150122554899027,-2.2193040262840187
4779,-2.2020289340801282,-2.1499088196121656,-2.1625392121557914
2741,-2.3247243023123056,-2.149702972335837,-2.113411937820495
94,-2.1194151825236576,-2.149619180297944,-2.0952928606617496
1898,-2.0722332513491457,-2.149451720696928,-2.1353339907516995
5037,-2.0894436780309738,-2.1489124149968193,-2.1366876137990287
4464,-2.140858452685774,-2.1484428857910443,-2.072772119444214
5154,-2.0894436780309738,-2.148306817752329,-2.2064474381511596
58,-2.3106557297926438,-2.1482992616745262,-2.0858659099034247
3619,-2.093522734717049,-2.1482917059396014,-2.07209368212641
2261,-2.0976316483219035,-2.148050103474648,-2.0771791295899495
5976,-2.1200410638797687,-2.148035014979551,-2.1280270705372244
3665,-2.1641641375892045,-2.147967133724541,-2.087827182189014
2884,-2.1476399647288504,-2.147823920066055,-2.1684150737766705
1739,-2.085528378499407,-2.147643195542094,-2.1026749128784568
3277,-2.093522734717049,-2.147613093990876,-2.113857149102256
5933,-2.072293499282851,-2.147417567640649,-2.176898393124671
3971,-2.4175146794609335,-2.14737247909392,-2.0748014009501317
1458,-2.191961112166097,-2.1470047180294882,-2.1480310462075556
2558,-2.1077175080663837,-2.1469297659082924,-2.1026749128784568
1479,-2.0931936280054435,-2.146839868626201,-2.0981633306863516
3162,-2.270846880486604,-2.146750020722558,-2.096458658301306
822,-2.0825084208381712,-2.146630300328643,-2.1690915816705383
613,-2.093522734717049,-2.1465031935948327,-2.1206849821018716
4716,-2.0751594205352744,-2.146279129342722,-2.211207244597394
5423,-2.0710523185687153,-2.1461672129471667,-2.0733200743932665
1656,-2.1476399647288504,-2.1460106596118544,-2.0865053894605223
2684,-2.0931936280054435,-2.145705443694749,-2.1480310462075556
5890,-2.1077175080663837,-2.145705443694749,-2.101744035510566
2524,-2.0894436780309738,-2.1455864914089586,-2.1102082539411056
4109,-2.077060443553136,-2.145541906933526,-2.1451094422523225
5218,-2.2233668074848323,-2.1448302341920753,-2.097811013735053
830,-2.089159139414817,-2.1447858595748253,-2.159348793650392
4615,-2.113364963443682,-2.1447119293117707,-2.0773394076704195
3795,-2.0710404781642575,-2.144674977039222,-2.0956277414479265
3559,-2.079478830948788,-2.1443796674734683,-2.138055526325922
5793,-2.0823015427077722,-2.144313298431519,-2.1353339907516995
172,-2.1730285420037605,-2.14426906783459,-2.0743583624425854
3058,-2.093522734717049,-2.1438715479674526,-2.071913647207345
5085,-2.1641641375892045,-2.1437613032355687,-2.1690915816705383
5997,-2.0931936280054435,-2.143658477762247,-2.0921352408380267
3408,-2.1476399647288504,-2.1433943780169065,-2.094811103908053
5068,-2.212497554757923,-2.1429917504148213,-2.072182242225394
3282,-2.3247243023123056,-2.1428967354546957,-2.119037096655995
2904,-2.1557012195321574,-2.142816383444228,-2.0735312752395307
5686,-2.077060443553136,-2.142670395180267,-2.201408123568828
3330,-2.1139202574682576,-2.1426630993675966,-2.0995611845213746
2557,-2.212497554757923,-2.142539123016312,-2.0757347759156923
4284,-2.0980097013296524,-2.142495390317543,-2.1776036970602677
1230,-2.1139202574682576,-2.1423933953599734,-2.1634966459201825
3786,-2.1265708834896353,-2.1423788301384787,-2.157138878909472
4173,-2.1265708834896353,-2.1422187032265265,-2.0754093757976753
1874,-2.0722332513491457,-2.1419715608082965,-2.0779869595952905
489,-2.0823015427077722,-2.141862653405842,-2.0720193962639195
1796,-2.1139202574682576,-2.141826368083703,-2.1516228763729535
3030,-2.102904797196948,-2.14178283701279,-2.0726180168329202
2081,-2.1265708834896353,-2.1416813125207765,-2.150120569431185
1303,-2.1200410638797687,-2.14165956601665,-2.076428401940805
586,-2.0772021904914224,-2.1416523178679236,-2.0986789587868673
2154,-2.1139202574682576,-2.141102461889349,-2.155585173447503
417,-2.2020289340801282,-2.140914807956775,-2.2025535691166587
5451,-2.139980551999801,-2.1403173099925423,-2.127512314356138
1090,-2.079478830948788,-2.1401091025204684,-2.119511299275204
3363,-2.1200410638797687,-2.1400947540146005,-2.14863255387728
5229,-2.1200410638797687,-2.1398152323001094,-2.211207244597394
5742,-2.0857723126783307,-2.1396792439948475,-2.1237943596647932
3913,-2.140858452685774,-2.139507646232162,-2.072061619792671
5943,-2.0825084208381712,-2.1391294008686605,-2.10323289846034
4597,-2.089159139414817,-2.139065266194275,-2.127512314356138
3549,-2.1265708834896353,-2.138937080171101,-2.204493351196029
5841,-2.2837168691366907,-2.1388801442669854,-2.0750982508347535
2921,-2.1200410638797687,-2.1388374567412116,-2.092446865382274
2048,-2.108208242346419,-2.1386952541429745,-2.0812640574572354
3900,-2.108208242346419,-2.138631307722748,-2.088792037912481
1201,-2.073437450045076,-2.1386028960070904,-2.122583614837878
1770,-2.102473005953386,-2.138489304008899,-2.0797739298623563
1009,-2.0823015427077722,-2.1382552977506135,-2.1428233989997247
4990,-2.0931936280054435,-2.138219874832603,-2.1690915816705383
2268,-2.2463065529977113,-2.1381986251967,-2.08232885851831
1642,-2.108208242346419,-2.137866117146774,-2.164155862434355
4326,-2.139980551999801,-2.13784491894637,-2.1968200477853985
3139,-2.0796517854979326,-2.1377248541051257,-2.0750982508347535
5409,-2.1139202574682576,-2.137717794553521,-2.101744035510566
9,-2.2233668074848323,-2.137647217897171,-2.1700831426753266
965,-2.132723162051314,-2.1376119424278874,-2.0858659099034247
4219,-2.2233668074848323,-2.1374638790697995,-2.0995611845213746
843,-2.0722332513491457,-2.1374145582214092,-2.11561914722079
5499,-2.0976316483219035,-2.1374145582214092,-2.0745188260702134
4897,-2.0931936280054435,-2.1373370879789872,-2.160936856012582
3946,-2.0976316483219035,-2.1369995215624185,-2.0840331366520113
1374,-2.077060443553136,-2.1368801562440636,-2.0807530718483553
5381,-2.1258679774378892,-2.136438666533496,-2.073756750771465
5771,-2.0980097013296524,-2.136431669733132,-2.0793057732502644
856,-2.108208242346419,-2.136431669733132,-2.1602891726630906
1226,-2.1200410638797687,-2.1364246732757044,-2.119511299275204
2646,-2.0823015427077722,-2.136270837967742,-2.1213871562443414
3593,-2.108208242346419,-2.136242885742692,-2.099037086594554
3485,-2.085528378499407,-2.1359009162456326,-2.117206787175811
1777,-2.079478830948788,-2.1358660676908974,-2.1123297594154957
3708,-2.0823015427077722,-2.135698913958401,-2.203339340660654
1407,-2.102473005953386,-2.1356362822297923,-2.0986789587868673
185,-2.13350993876291,-2.1356154111592085,-2.090211134379458
1832,-2.0825084208381712,-2.135455502145631,-2.089494447165431
2989,-2.0722332513491457,-2.1353651990292617,-2.1250193910046304
3001,-2.0980097013296524,-2.135323540213487,-2.0892060874511396
2097,-2.072293499282851,-2.135302715434846,-2.1123297594154957
5872,-2.0710523185687153,-2.135129295627636,-2.197588597075163
34,-2.0750465822331217,-2.1348661079751023,-2.0748014009501317
632,-2.132723162051314,-2.134796930363028,-2.1123297594154957
3046,-2.093522734717049,-2.1347070507315893,-2.0757347759156923
2359,-2.0772021904914224,-2.134534368164643,-2.0719931633697266
1338,-2.0722332513491457,-2.134534368164643,-2.0913815342082733
3979,-2.258376723232815,-2.1342171922012954,-2.1618857616722797
3993,-2.1265708834896353,-2.1337839763881794,-2.087827182189014
3095,-2.073437450045076,-2.1337153371327284,-2.1345383537448077
3574,-2.093522734717049,-2.133674170038714,-2.204493351196029
1129,-2.191961112166097,-2.133550742823423,-2.1451094422523225
5233,-2.0710404781642575,-2.1333521215527727,-2.0969573491629374
1481,-2.2346365276931826,-2.1332631780440634,-2.097811013735053
4225,-2.108208242346419,-2.13315378866296,-2.0921352408380267
398,-2.1641641375892045,-2.1328943407000667,-2.1178834951179892
4847,-2.0750465822331217,-2.132873879054608,-2.076074451268936
5791,-2.089159139414817,-2.132159665713801,-2.0745188260702134
4451,-2.072293499282851,-2.1320240537043142,-2.1026749128784568
5373,-2.132723162051314,-2.131875038913461,-2.0921352408380267
1173,-2.1200410638797687,-2.1318344273199505,-2.1793490110059173
3356,-2.140858452685774,-2.131503228029975,-2.1386165765836482
5784,-2.108208242346419,-2.1313210822779594,-2.22052662062612
1563,-2.102473005953386,-2.130668769003276,-2.1061366415095355
4518,-2.1265708834896353,-2.1306084086544663,-2.143670077555778
3115,-2.1200410638797687,-2.130554778328597,-2.126258709139809
4429,-2.0750465822331217,-2.1304944704436872,-2.126258709139809
4767,-2.191961112166097,-2.1303672450091247,-2.131890978700482
152,-2.0722332513491457,-2.13034047648068,-2.1386165765836482
5430,-2.0722332513491457,-2.130253516653025,-2.0865053894605223
2985,-2.072293499282851,-2.130186663911661,-2.0748014009501317
228,-2.0710404781642575,-2.130146568725933,-2.1919665702836513
3403,-2.1265708834896353,-2.1300931276805946,-2.156215548867679
5270,-2.1139202574682576,-2.1300263572351836,-2.1828825328262083
5755,-2.0823015427077722,-2.1299729655675597,-2.0718821840003416
1758,-2.0894436780309738,-2.1299329362186645,-2.1625392121557914
105,-2.102904797196948,-2.1298462483107334,-2.0885094956731516
5711,-2.1200410638797687,-2.1297862675524692,-2.072839156894843
5081,-2.4010528166086624,-2.1297596183528418,-2.173462172160751
3776,-2.1194151825236576,-2.1295200224455604,-2.126258709139809
5618,-2.0825084208381712,-2.1290620391099777,-2.173462172160751
4147,-2.191961112166097,-2.128956073247166,-2.150120569431185
2958,-2.108208242346419,-2.1289031232339566,-2.0779869595952905
5884,-2.1730285420037605,-2.1288568099747165,-2.072772119444214
1355,-2.4175146794609335,-2.12878406594285,-2.1183519010522263
62,-2.354059001162933,-2.128770844213057,-2.1839424219999133
2342,-2.079478830948788,-2.128572682855707,-2.203339340660654
4986,-2.1139202574682576,-2.128467122985387,-2.1230752026106368
4999,-2.0710404781642575,-2.128440746733676,-2.090942099712458
5226,-2.0976316483219035,-2.127980050437446,-2.1828825328262083
736,-2.1265708834896353,-2.127874984341063,-2.1428233989997247
4293,-2.0980097013296524,-2.1278487315328904,-2.0871591468374655
2156,-2.0931936280054435,-2.1277568899093806,-2.088792037912481
3450,-2.0735232612671703,-2.1277175497876213,-2.080256362689755
1112,-2.1265708834896353,-2.12759960348827,-2.072679225328632
2717,-2.1200410638797687,-2.127488311773093,-2.1618857616722797
2333,-2.1730285420037605,-2.1273967341814,-2.150120569431185
2292,-2.3106557297926438,-2.1273313627636883,-2.1116954742152663
4834,-2.132723162051314,-2.1272268398180136,-2.1875502362887707
4466,-2.102473005953386,-2.127089786667848,-2.0892060874511396
5354,-2.2020289340801282,-2.1268356605790553,-2.1339946568732246
5529,-2.258376723232815,-2.1267901034107455,-2.07679662801785
3110,-2.1194151825236576,-2.126731554597092,-2.1051544450411575
2618,-2.0894436780309738,-2.1267185475216044,-2.088103906466201
927,-2.113364963443682,-2.126653532717664,-2.072679225328632
3439,-2.270846880486604,-2.1265625695986428,-2.0961179648707224
5809,-2.212497554757923,-2.1265041287977615,-2.0871591468374655
5328,-2.079478830948788,-2.126491145724864,-2.190121163154058
639,-2.108208242346419,-2.1263743597915346,-2.086125177470641
3778,-2.0722332513491457,-2.126218818033954,-2.086125177470641
3748,-2.1139202574682576,-2.1261152332562263,-2.1091689263793745
4170,-2.2020289340801282,-2.125966483927102,-2.074250526124554
1815,-2.296986535885323,-2.125624404328648,-2.1112618648715467
4172,-2.113364963443682,-2.1256115145238406,-2.1061366415095355
4253,-2.0722332513491457,-2.1256050701358324,-2.109590930813769
5534,-2.0823015427077722,-2.1255921823885915,-2.094008745501406
659,-2.2346365276931826,-2.125527764225292,-2.0721443505078474
4024,-2.0722332513491457,-2.1254569438502715,-2.105553231054693
4157,-2.1139202574682576,-2.125418332042744,-2.0726180168329202
4388,-2.296986535885323,-2.1253861649660104,-2.084877411152889
1262,-2.089159139414817,-2.1252768610266637,-2.0748014009501317
3016,-2.108208242346419,-2.1252126108829517,-2.073996501046305
4263,-2.258376723232815,-2.1250842134640076,-2.155585173447503
4017,-2.108208242346419,-2.125045720984267,-2.0995611845213746
276,-2.0980097013296524,-2.1248790628835748,-2.1471588293820334
819,-2.1730285420037605,-2.124853443749422,-2.133207522402267
634,-2.0772021904914224,-2.1244825828329956,-2.0797739298623563
4412,-2.073437450045076,-2.12425934551528,-2.090942099712458
1847,-2.1641641375892045,-2.1238585768615623,-2.1061366415095355
5258,-2.0931936280054435,-2.123776047958313,-2.1846707414799296
2926,-2.0931936280054435,-2.1235224763398586,-2.094811103908053
4655,-2.354059001162933,-2.1233326576659115,-2.076951080210761
312,-2.1822942578411313,-2.1232568166057435,-2.0723526349167978
2484,-2.2233668074848323,-2.1228531648712528,-2.0736216272471895
2683,-2.0931936280054435,-2.122840573385555,-2.1480310462075556
857,-2.077060443553136,-2.1227225134808583,-2.188290056245161
5243,-2.1200410638797687,-2.1226832955415427,-2.1811086227985106
1619,-2.108208242346419,-2.1225136761814545,-2.103620071118482
4,-2.270846880486604,-2.122363113268258,-2.1237943596647932
5431,-2.4175146794609335,-2.1222377950473588,-2.2193040262840187
5957,-2.139980551999801,-2.122193966073275,-2.211207244597394
5916,-2.258376723232815,-2.1221877061627934,-2.1949374808765656
5805,-2.0980097013296524,-2.122056327252543,-2.138055526325922
5076,-2.0714699221744732,-2.122018818195378,-2.0916873433253818
49,-2.0722332513491457,-2.121843939146218,-2.076074451268936
1067,-2.113364963443682,-2.1215509965201074,-2.191215254811106
4025,-2.079478830948788,-2.121463883429784,-2.092446865382274
790,-2.2346365276931826,-2.1214576636379894,-2.080256362689755
5326,-2.1265708834896353,-2.121414134695754,-2.0969573491629374
4273,-2.0894436780309738,-2.121351979638349,-2.094811103908053
4702,-2.079478830948788,-2.121351979638349,-2.087827182189014
2360,-2.0714699221744732,-2.1212215656295585,-2.1267676745115223
5062,-2.212497554757923,-2.1211595168691035,-2.138055526325922
4363,-2.3247243023123056,-2.1209921564905967,-2.082553200856034
4450,-2.0714699221744732,-2.1209054754453076,-2.0757347759156923
3390,-2.1265708834896353,-2.1208126774755103,-2.108143881945206
4959,-2.1200410638797687,-2.120738494648486,-2.156215548867679
4915,-2.108208242346419,-2.1206552784577086,-2.1828825328262083
2491,-2.0980097013296524,-2.1206396610203706,-2.087827182189014
4672,-2.0751594205352744,-2.12059644891072,-2.0865053894605223
2473,-2.13350993876291,-2.120152956683188,-2.1811086227985106
4621,-2.2346365276931826,-2.1201283703455855,-2.209218812417009
1986,-2.1077175080663837,-2.1196500333306725,-2.1106360611965487
2057,-2.089159139414817,-2.1196255594615296,-2.083112838461413
2889,-2.0750465822331217,-2.1194482879834995,-2.204493351196029
233,-2.296986535885323,-2.119393331331513,-2.1065412331790982
4539,-2.2463065529977113,-2.1193811225140147,-2.078590042263918
125,-2.0796517854979326,-2.119064174676999,-2.0726180168329202
4559,-2.0894436780309738,-2.118948598093122,-2.076074451268936
2232,-2.077060443553136,-2.1189364393376584,-2.0807530718483553
3974,-2.258376723232815,-2.118930360474306,-2.071913647207345
5696,-2.1139202574682576,-2.1189060484493583,-2.087827182189014
1184,-2.1265708834896353,-2.1188270722586067,-2.1102082539411056
3788,-2.079478830948788,-2.1186874871080468,-2.086125177470641
3144,-2.1200410638797687,-2.11865110342183,-2.075223569782948
1543,-2.0710404781642575,-2.118433060529912,-2.1160759573920727
4835,-2.2463065529977113,-2.1183302503027788,-2.213209981633475
2447,-2.139980551999801,-2.1181550968580867,-2.076951080210761
1086,-2.1557012195321574,-2.1181550968580867,-2.207244684655808
5594,-2.0710523185687153,-2.1179079581722506,-2.1451094422523225
1652,-2.0750465822331217,-2.117889897484587,-2.073013362834014
4019,-2.13350993876291,-2.117883406476783,-2.088103906466201
2998,-2.0980097013296524,-2.117871839882656,-2.2123955326779834
569,-2.0823015427077722,-2.1177815981638046,-2.0781588886090328
5106,-2.4175146794609335,-2.1176914335951382,-2.154670365754062
262,-2.191961112166097,-2.1176553893696353,-2.157138878909472
2993,-2.132723162051314,-2.1175653328106945,-2.073756750771465
1662,-2.077060443553136,-2.117457366778104,-2.1127691701044826
47,-2.1258679774378892,-2.1173435231580457,-2.072182242225394
600,-2.1265708834896353,-2.1172597779036417,-2.073123148178577
3452,-2.2346365276931826,-2.117086334140626,-2.0755405218688514
5024,-2.0823015427077722,-2.116925167391746,-2.1864732491538748
750,-2.0976316483219035,-2.116895349128529,-2.092903226616186
4035,-2.089159139414817,-2.116841697856768,-2.093685491723039
4821,-2.1730285420037605,-2.1167344786348083,-2.1339946568732246
4465,-2.093522734717049,-2.1165500837315543,-2.1366876137990287
509,-2.212497554757923,-2.1164906717967638,-2.176898393124671
741,-2.077060443553136,-2.1164016181856136,-2.0807530718483553
574,-2.2233668074848323,-2.116306712703552,-2.1127691701044826
2803,-2.0722332513491457,-2.1160816639855176,-2.1206849821018716
4910,-2.077060443553136,-2.1160047873015637,-2.0807530718483553
5535,-2.0857723126783307,-2.115939783060802,-2.155585173447503
2849,-2.1641641375892045,-2.115933875641745,-2.075871748882876
2234,-2.0976316483219035,-2.115839403568974,-2.0799691570945376
3000,-2.1139202574682576,-2.1158335019788597,-2.0775759067502806
1510,-2.2346365276931826,-2.1157450192748586,-2.1717655086760788
4223,-2.113364963443682,-2.115715542184467,-2.156215548867679
4756,-2.2837168691366907,-2.1154506341187576,-2.1061366415095355
2270,-2.089159139414817,-2.1152861528632334,-2.160936856012582
4665,-2.077060443553136,-2.1152685458156872,-2.072679225328632
963,-2.1265708834896353,-2.1152216087760776,-2.143670077555778
4860,-2.071434191771389,-2.1152098779450954,-2.199491209180743
4898,-2.108208242346419,-2.1150985034558554,-2.0719931633697266
4125,-2.108208242346419,-2.1148936639502134,-2.175872680576817
4015,-2.0710523185687153,-2.1148585907812985,-2.1326696118561115
2296,-2.0894436780309738,-2.114823529956401,-2.1267676745115223
2564,-2.140858452685774,-2.1146309160655337,-2.102293547900101
2975,-2.073437450045076,-2.114130707134936,-2.089494447165431
5763,-2.085528378499407,-2.113789007231504,-2.190121163154058
925,-2.1139202574682576,-2.1137658843398226,-2.07409850943412
5199,-2.191961112166097,-2.1135003654013156,-2.088792037912481
5800,-2.113364963443682,-2.1133851486878656,-2.089494447165431
5300,-2.1077175080663837,-2.113229823684107,-2.1957002868334667
3276,-2.2346365276931826,-2.1131838494644617,-2.08524070801463
2568,-2.1194151825236576,-2.113166614789832,-2.0719389812176923
1389,-2.102904797196948,-2.113155126720998,-2.215227023964519
714,-2.1200410638797687,-2.113132154697916,-2.1255225646987332
4589,-2.102904797196948,-2.1130288484853716,-2.0718620802217584
2680,-2.2346365276931826,-2.113011641584232,-2.0865053894605223
803,-2.1077175080663837,-2.113005906636219,-2.1305887223476825
705,-2.140858452685774,-2.1130001720311027,-2.1602891726630906
1345,-2.1557012195321574,-2.1128740974681604,-2.0892060874511396
3338,-2.1730285420037605,-2.1128569183404915,-2.094008745501406
3699,-2.1139202574682576,-2.1127710689906705,-2.139437728646553
3430,-2.093522734717049,-2.1126110232867203,-2.2184723870764307
4344,-2.108208242346419,-2.112360066020453,-2.1218729497925457
905,-2.085528378499407,-2.112280355191298,-2.14863255387728
5146,-2.0722332513491457,-2.1121040918011014,-2.164155862434355
2955,-2.1265708834896353,-2.1119281579203077,-2.0734045979711544
751,-2.108208242346419,-2.1118941442611634,-2.1178834951179892
4137,-2.093522734717049,-2.111848811917132,-2.1968200477853985
4222,-2.2346365276931826,-2.111814827060104,-2.0812640574572354
2548,-2.1139202574682576,-2.111645087930902,-2.1287802069423654
1512,-2.212497554757923,-2.1116168280779766,-2.102293547900101
5397,-2.073437450045076,-2.111594226367795,-2.072772119444214
1390,-2.13350993876291,-2.111447448973924,-2.1793490110059173
1343,-2.1139202574682576,-2.1114418083183493,-2.084877411152889
3527,-2.077060443553136,-2.1113628751441125,-2.0734045979711544
1818,-2.0772021904914224,-2.111300903367387,-2.0916873433253818
2385,-2.071434191771389,-2.1112840091741463,-2.072839156894843
400,-2.1077175080663837,-2.111064665482277,-2.1008274388086017
2089,-2.258376723232815,-2.110969217340224,-2.0794951764089182
745,-2.0710404781642575,-2.110829032437654,-2.1968200477853985
528,-2.1476399647288504,-2.110817826903145,-2.0723526349167978
1463,-2.0823015427077722,-2.110789819067592,-2.0794951764089182
250,-2.0976316483219035,-2.110745024360072,-2.0913815342082733
1377,-2.1476399647288504,-2.110745024360072,-2.1339946568732246
5616,-2.093522734717049,-2.1106610934304166,-2.1684150737766705
3826,-2.1194151825236576,-2.1106443165018964,-2.215227023964519
2905,-2.132723162051314,-2.1106387248785703,-2.138055526325922
5348,-2.0894436780309738,-2.1105548916693495,-2.207244684655808
1059,-2.1641641375892045,-2.1105437197369996,-2.072182242225394
5083,-2.1730285420037605,-2.110521379987051,-2.074632490131754
5802,-2.0710523185687153,-2.1102704358239146,-2.133207522402267
4553,-2.0894436780309738,-2.1102482009340795,-2.209218812417009
1165,-2.093522734717049,-2.110198070109006,-2.1206849821018716
5189,-2.072293499282851,-2.1101759103297484,-2.1183519010522263
2536,-2.2020289340801282,-2.1101702525712343,-2.0750982508347535
315,-2.102904797196948,-2.110153566163077,-2.2144068435579713
880,-2.0857723126783307,-2.11010352545427,-2.0736216272471895
322,-2.0980097013296524,-2.1099202804695993,-2.071959384626992
1772,-2.072293499282851,-2.109909186713776,-2.208415830421285
3138,-2.1200410638797687,-2.109903640350079,-2.092903226616186
4422,-2.3247243023123056,-2.109842652980272,-2.080256362689755
4535,-2.132723162051314,-2.109809404628881,-2.083450766891313
1586,-2.13350993876291,-2.1097761686209955,-2.087430052675333
4282,-2.093522734717049,-2.1097650926947322,-2.1919665702836513
130,-2.0825084208381712,-2.1097540181400474,-2.1353339907516995
883,-2.0931936280054435,-2.1096710026966994,-2.072679225328632
1892,-2.089159139414817,-2.1096101737362227,-2.1145084003375993
3305,-2.0714699221744732,-2.109527292015396,-2.188290056245161
39,-2.2346365276931826,-2.109521769310187,-2.0734045979711544
2970,-2.079478830948788,-2.109472080394279,-2.117206787175811
1673,-2.0710523185687153,-2.109422419251369,-2.072061619792671
3952,-2.0722332513491457,-2.109405871709005,-2.1987169178430443
4167,-2.3693248426620643,-2.109394841728327,-2.0718821840003416
1289,-2.2463065529977113,-2.1093727858815123,-2.072772119444214
3297,-2.108208242346419,-2.109328690646275,-2.2064474381511596
5744,-2.0980097013296524,-2.109246071226731,-2.1471588293820334
2344,-2.1200410638797687,-2.1092405660082774,-2.099037086594554
882,-2.0710523185687153,-2.1092295566003108,-2.1160759573920727
1703,-2.113364963443682,-2.1091195379536254,-2.197588597075163
5099,-2.113364963443682,-2.1089876966166683,-2.0719389812176923
