,Gender,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Response,Annual_Premium_AFTER
553,1,1,39,0,0,0,28393.0,29,0,0
554,0,1,28,0,0,1,40212.0,9,1,0
555,1,1,28,0,0,1,40211.0,15,1,0
556,0,1,2,1,1,0,30959.0,35,0,0
557,0,1,28,1,1,0,36889.0,35,0,0
558,1,1,28,0,2,1,48592.0,29,1,2
559,1,1,19,0,0,1,40248.0,29,1,0
560,0,1,46,1,1,0,27777.0,35,0,0
561,0,1,28,0,0,1,50434.0,15,1,2
562,1,1,6,1,1,0,31994.0,35,0,0
563,1,1,45,1,0,0,22077.0,29,0,0
564,0,1,37,0,1,1,34103.0,35,0,0
565,0,1,8,0,1,1,43766.0,35,0,2
566,0,1,41,0,0,1,2630.0,29,1,1
567,1,1,41,1,0,0,2630.0,29,0,1
568,1,1,2,0,0,1,32922.0,15,1,0
569,0,1,28,0,0,1,42826.0,15,1,2
570,1,1,28,0,0,1,2630.0,15,1,1
571,1,1,28,0,0,1,2630.0,15,1,1
572,0,1,41,0,0,1,20164.0,23,1,0
573,1,1,28,0,0,1,48357.0,15,1,2
574,1,1,45,0,0,1,29831.0,29,1,0
575,0,1,28,0,0,1,38710.0,15,1,0
576,1,1,46,1,1,0,24892.0,42,0,0
577,1,1,9,0,0,1,2630.0,39,0,1
578,0,1,28,0,0,1,29687.0,29,1,0
579,0,1,33,1,0,0,28230.0,15,0,0
580,1,1,28,0,1,1,2630.0,29,1,1
581,1,1,6,0,0,1,2630.0,29,1,1
582,0,1,28,1,1,0,38668.0,35,0,0
583,1,1,8,0,0,1,30851.0,29,1,0
584,1,1,28,0,0,1,48196.0,29,0,2
585,0,1,23,0,0,1,30254.0,15,1,0
586,1,1,18,1,0,0,54622.0,15,0,2
587,0,1,35,1,1,0,35012.0,42,0,0
588,1,1,28,0,0,1,42919.0,15,1,2
589,1,1,28,0,0,1,41427.0,15,1,2
590,0,1,28,1,0,0,24799.0,29,0,0
591,0,1,44,0,1,1,45102.0,35,0,2
592,1,1,28,1,1,0,27032.0,35,0,0
593,0,1,28,1,1,0,60216.0,35,0,2
594,0,1,8,0,0,1,41464.0,29,1,2
595,1,1,5,0,0,1,39167.0,15,1,0
596,1,1,38,0,0,1,22006.0,37,1,0
597,0,1,28,1,0,0,37542.0,15,0,0
598,1,1,40,1,0,0,2630.0,35,0,1
599,0,1,35,1,1,0,25365.0,42,0,0
600,1,1,28,0,2,1,34110.0,15,1,0
601,1,1,8,1,1,0,31211.0,35,0,0
602,0,1,46,0,0,1,23566.0,15,1,0
603,0,1,28,0,0,1,38175.0,29,1,0
604,1,1,28,0,0,1,57089.0,29,1,2
605,0,1,28,0,0,1,39814.0,15,0,0
606,0,1,28,0,0,1,45714.0,29,1,2
607,1,1,37,1,1,0,30918.0,35,0,0
608,0,1,28,0,0,1,36277.0,28,1,0
609,0,1,8,0,0,1,61087.0,15,1,2
610,0,1,11,1,1,0,26071.0,35,0,0
611,1,1,6,0,0,1,32640.0,37,0,0
612,1,1,29,0,0,1,38440.0,29,1,0
613,0,1,28,0,2,1,57596.0,15,0,2
614,1,1,50,1,1,1,37697.0,35,0,0
615,0,1,39,1,1,0,46691.0,35,0,2
616,1,1,29,0,2,1,38355.0,29,0,0
617,1,1,11,0,0,1,2630.0,15,1,1
618,0,1,32,1,1,0,35685.0,35,0,0
619,1,1,38,0,0,1,36578.0,29,1,0
620,1,1,5,1,0,0,22993.0,35,0,0
621,0,1,8,0,1,1,49775.0,35,0,2
622,1,1,28,1,0,1,2630.0,39,0,1
623,1,1,8,0,0,0,48460.0,15,0,2
624,1,1,28,0,0,1,36994.0,15,1,0
625,1,1,28,0,0,1,38537.0,28,0,0
626,0,1,11,0,0,1,42211.0,43,1,2
627,0,1,28,0,0,1,25687.0,15,0,0
628,1,1,21,1,1,0,33291.0,35,0,0
629,0,1,28,0,0,1,32521.0,29,1,0
630,1,1,29,0,0,1,2630.0,15,1,1
631,1,1,4,0,0,1,31648.0,29,1,0
632,0,1,28,0,0,1,39771.0,21,1,0
633,0,1,36,1,1,0,33215.0,42,0,0
634,0,1,13,1,1,0,29496.0,35,0,0
635,0,1,3,0,0,1,2630.0,39,1,1
636,1,1,28,1,1,0,34046.0,35,0,0
637,1,1,28,0,0,1,38108.0,29,1,0
638,0,1,24,1,1,0,60200.0,35,0,2
639,1,1,15,1,1,0,2630.0,35,0,1
640,1,1,11,0,1,1,32155.0,35,1,0
641,1,1,46,1,1,0,33587.0,42,0,0
642,0,1,9,0,0,1,47853.0,15,1,2
643,1,1,30,1,0,0,2630.0,29,0,1
644,1,1,28,0,0,1,32208.0,9,1,0
645,1,1,50,1,0,0,49369.0,28,0,2
646,1,1,28,0,0,1,2630.0,15,1,1
647,1,1,35,1,1,0,2630.0,42,0,1
648,1,1,35,0,0,1,21870.0,29,1,0
649,0,1,25,1,1,0,25997.0,35,0,0
650,0,1,2,1,1,0,26366.0,35,0,0
651,1,1,28,0,0,1,48707.0,29,1,2
652,0,1,15,0,0,1,36163.0,40,1,0
653,0,1,8,1,0,0,38229.0,29,0,0
654,1,1,28,0,0,1,48065.0,29,1,2
655,0,1,28,0,0,1,37343.0,29,1,0
656,0,1,47,1,0,0,2630.0,15,0,1
657,1,1,15,0,1,1,29871.0,35,1,0
658,1,1,39,0,0,1,37925.0,29,1,0
659,1,1,28,1,0,0,41750.0,28,0,2
660,1,1,41,0,0,1,21471.0,15,0,0
661,0,1,27,0,1,0,38121.0,35,0,0
662,0,1,28,0,0,1,38818.0,15,0,0
663,0,1,28,0,1,1,30723.0,35,1,0
664,1,1,36,0,0,0,55908.0,28,0,2
665,0,1,15,0,2,1,2630.0,15,1,1
666,1,1,18,0,0,1,31097.0,15,1,0
667,1,1,11,1,0,0,2630.0,27,0,1
668,0,1,28,0,0,1,85019.0,29,1,2
669,1,1,30,0,0,1,2630.0,34,1,1
670,1,1,19,0,0,1,2630.0,29,1,1
671,0,1,28,1,0,0,43264.0,15,0,2
672,1,1,28,0,1,1,31344.0,35,1,0
673,0,1,3,1,0,0,2630.0,29,0,1
674,1,1,28,0,0,1,38351.0,29,1,0
675,1,1,1,0,0,1,2630.0,40,1,1
676,1,1,28,0,2,1,30953.0,15,1,0
677,0,1,28,0,0,1,32032.0,15,1,0
678,0,1,48,0,0,1,2630.0,15,1,1
679,1,1,6,1,1,0,26595.0,35,0,0
680,1,1,23,0,1,1,30760.0,29,1,0
681,0,1,8,0,0,1,43047.0,29,1,2
682,0,1,29,1,0,1,27168.0,29,0,0
683,0,1,32,0,1,1,36705.0,35,1,0
684,0,1,10,1,0,0,34902.0,35,0,0
685,0,1,3,0,0,1,22879.0,29,1,0
686,0,1,46,1,0,0,45971.0,29,0,2
687,0,1,28,0,0,1,48837.0,29,1,2
688,1,1,45,0,0,1,30271.0,15,1,0
689,1,1,15,0,1,1,2630.0,35,0,1
690,0,1,35,0,0,1,2630.0,29,0,1
691,1,1,28,0,0,1,34945.0,15,1,0
692,1,1,35,0,0,1,36738.0,6,1,0
693,0,1,28,0,2,1,48987.0,29,1,2
694,0,1,11,1,1,0,32077.0,35,0,0
695,1,1,28,0,0,1,35154.0,29,1,0
696,0,1,3,0,0,1,2630.0,29,1,1
697,1,1,41,0,1,1,22050.0,35,1,0
698,1,1,37,0,1,1,38903.0,35,1,0
699,1,1,28,0,0,1,43575.0,15,1,2
700,0,1,46,0,0,1,19861.0,15,0,0
701,1,1,28,0,0,1,50936.0,29,1,2
702,1,1,8,0,0,1,2630.0,39,1,1
703,1,1,28,0,0,1,2630.0,15,1,1
704,1,1,11,0,0,1,28182.0,29,0,0
705,0,1,28,0,0,1,39540.0,15,1,0
706,0,1,28,0,0,1,33591.0,28,0,0
707,0,1,49,0,0,1,25701.0,15,0,0
708,1,1,8,0,0,1,29690.0,15,1,0
709,0,1,47,0,1,1,45961.0,35,0,2
710,1,1,28,0,0,1,44035.0,29,1,2
711,0,1,35,1,1,1,2630.0,42,0,1
712,0,1,28,0,0,1,43343.0,29,0,2
713,0,1,28,0,0,1,50925.0,29,0,2
714,1,1,28,0,0,1,47103.0,15,0,2
715,1,1,39,1,0,0,2630.0,15,0,1
716,1,1,28,0,0,1,34379.0,29,0,0
717,0,1,47,0,1,1,32715.0,35,1,0
718,1,1,28,0,2,1,60450.0,15,1,2
719,0,1,28,1,0,0,35956.0,15,0,0
720,0,1,21,0,1,1,2630.0,35,0,1
721,1,1,23,0,1,1,28661.0,37,1,0
722,1,1,51,1,0,0,55938.0,15,0,2
723,0,1,28,0,0,1,2630.0,43,1,1
724,0,1,28,0,0,1,58708.0,28,1,2
725,1,1,8,1,0,0,2630.0,3,0,1
726,1,1,25,0,1,1,28249.0,35,1,0
727,1,1,3,1,0,0,17224.0,35,0,0
728,0,1,28,0,0,1,28865.0,15,1,0
729,1,1,15,0,0,0,2630.0,40,0,1
730,1,1,14,0,0,1,29015.0,13,0,0
731,1,1,29,1,1,0,31825.0,35,0,0
732,1,1,28,0,1,1,33350.0,35,1,0
733,0,1,28,0,0,1,41379.0,15,1,2
734,0,1,3,1,1,0,25403.0,42,0,0
735,1,1,29,0,0,1,34938.0,35,1,0
736,0,1,50,0,0,1,43403.0,29,1,2
737,0,1,28,0,0,1,52725.0,15,1,2
738,1,1,28,1,0,0,82682.0,9,0,2
739,1,1,2,0,0,1,46765.0,40,1,2
740,1,1,8,0,1,1,37826.0,35,0,0
741,1,1,8,0,1,1,58132.0,35,1,2
742,1,1,46,1,0,0,25125.0,15,0,0
743,1,1,28,0,0,1,62657.0,29,0,2
744,1,1,50,0,0,1,27490.0,29,0,0
745,1,1,8,1,1,0,45752.0,35,0,2
746,0,1,36,1,1,0,31716.0,35,0,0
747,1,1,37,0,1,1,27045.0,35,1,0
748,0,1,47,1,1,0,42235.0,42,0,2
749,0,1,29,1,1,0,28098.0,35,0,0
750,1,1,39,0,1,1,2630.0,39,0,1
751,0,1,28,0,0,1,66641.0,15,1,2
752,1,1,28,1,0,0,43152.0,15,0,2
753,1,1,41,0,0,1,30370.0,29,1,0
754,1,1,7,0,2,1,34785.0,29,1,0
755,0,1,46,1,1,0,28741.0,42,0,0
756,0,1,28,0,0,1,48418.0,41,1,2
757,0,1,28,0,0,1,42490.0,29,1,2
758,1,1,28,0,0,1,45606.0,29,1,2
759,0,1,23,1,0,0,28470.0,29,0,0
760,0,1,28,0,0,1,48423.0,14,1,2
761,1,1,28,0,1,0,2630.0,0,0,1
762,0,1,23,0,1,1,22863.0,35,1,0
763,1,1,28,0,0,1,40799.0,15,1,0
764,0,1,28,0,2,1,81714.0,29,1,2
765,1,1,15,0,1,0,31044.0,35,0,0
766,0,1,11,0,1,0,2630.0,35,1,1
767,0,1,28,0,1,1,30702.0,41,1,0
768,1,1,35,1,1,0,25760.0,35,0,0
769,0,1,29,0,0,1,24205.0,29,1,0
770,0,1,24,1,0,0,20484.0,15,0,0
771,1,1,15,0,1,1,39534.0,35,1,0
772,1,1,7,0,0,1,33766.0,15,1,0
773,1,1,8,1,1,0,35746.0,35,0,0
774,1,1,3,0,2,1,2630.0,15,1,1
775,1,1,33,1,0,0,29179.0,15,0,0
776,0,1,20,0,0,1,2630.0,15,1,1
777,0,1,30,1,1,0,26974.0,35,0,0
778,1,1,28,0,2,1,49403.0,28,0,2
779,0,1,15,0,0,1,34605.0,15,1,0
780,1,1,3,0,0,1,23376.0,29,1,0
781,1,1,28,0,1,1,2630.0,39,1,1
782,1,1,7,0,0,1,49982.0,43,1,2
783,0,1,28,0,0,1,50113.0,28,1,2
784,0,1,28,0,0,1,39704.0,9,1,0
785,0,1,41,1,0,0,41057.0,29,0,0
786,1,1,41,0,0,1,45448.0,29,1,2
787,1,1,41,0,0,1,28573.0,15,1,0
788,0,1,44,1,1,0,15570.0,35,0,1
789,0,1,3,1,1,0,20512.0,15,0,0
790,0,1,28,0,0,1,41305.0,15,0,2
791,1,1,47,0,1,1,25779.0,35,0,0
792,1,1,28,0,0,1,43374.0,29,0,2
793,1,1,49,0,1,1,2630.0,42,0,1
794,0,1,15,0,1,1,26249.0,35,0,0
795,1,1,35,0,1,1,2630.0,39,0,1
796,0,1,24,0,0,1,54375.0,15,1,2
797,0,1,39,0,0,1,2630.0,28,1,1
798,1,1,37,1,1,1,2630.0,42,0,1
799,0,1,37,1,0,0,33483.0,35,0,0
800,0,1,8,0,1,1,40420.0,42,0,0
801,1,1,46,0,0,1,26647.0,15,1,0
802,1,1,10,0,1,1,37118.0,42,0,0
803,1,1,8,0,0,1,43132.0,15,0,2
804,0,1,13,1,1,0,29990.0,35,0,0
805,0,1,28,1,0,0,73830.0,29,0,2
806,0,1,17,1,1,0,2630.0,35,0,1
807,0,1,30,1,1,0,28162.0,36,0,0
808,0,1,28,0,2,1,25349.0,40,0,0
809,1,1,28,0,0,1,2630.0,41,1,1
810,0,1,28,0,1,1,35608.0,15,0,0
811,0,1,28,0,0,0,55320.0,28,0,2
812,0,1,8,0,0,1,31272.0,15,1,0
813,0,1,11,0,0,1,2630.0,40,1,1
814,0,1,39,0,0,1,38673.0,29,1,0
815,1,1,33,0,0,1,30184.0,31,1,0
816,0,1,20,0,0,1,2630.0,29,1,1
817,0,1,28,0,0,1,58755.0,15,1,2
818,1,1,15,1,1,0,29369.0,42,0,0
819,1,1,28,0,0,1,39634.0,15,1,0
820,0,1,15,1,1,0,36835.0,35,0,0
821,0,1,30,0,0,1,39413.0,40,1,0
822,0,1,28,0,0,1,33011.0,28,1,0
823,0,1,29,1,1,0,50725.0,35,0,2
824,1,1,28,0,0,1,34554.0,13,1,0
825,0,1,28,0,2,1,37105.0,15,1,0
826,0,1,28,0,0,1,22399.0,15,1,0
827,1,1,37,0,1,1,27665.0,35,1,0
828,1,1,50,0,0,1,2630.0,15,0,1
829,0,1,46,0,0,1,2630.0,29,1,1
830,0,1,28,0,0,1,58609.0,15,1,2
831,0,1,15,1,1,1,2630.0,35,0,1
832,0,1,38,0,2,1,37709.0,40,0,0
833,1,1,46,1,0,0,2630.0,39,0,1
834,0,1,28,0,0,1,39977.0,29,0,0
835,0,1,33,0,0,1,33273.0,29,0,0
836,0,1,28,0,2,1,62961.0,15,1,2
837,0,1,46,1,1,0,23329.0,35,0,0
838,0,1,15,0,1,1,34909.0,42,0,0
839,1,1,47,0,0,1,2630.0,29,1,1
840,1,1,14,0,0,1,22089.0,43,0,0
841,0,1,8,1,1,0,32514.0,35,0,0
842,0,1,30,0,0,1,2630.0,43,1,1
843,0,1,41,0,0,1,29246.0,37,0,0
844,1,1,3,1,1,0,21065.0,35,0,0
845,1,1,8,1,1,0,27726.0,35,0,0
846,0,1,28,0,0,1,41498.0,29,1,2
847,1,1,28,0,2,1,45627.0,29,1,2
848,0,1,28,0,2,1,28926.0,15,0,0
849,1,1,29,0,0,1,49691.0,29,1,2
850,1,1,19,0,0,1,34845.0,29,0,0
851,0,1,46,0,2,1,42172.0,15,1,2
852,1,1,35,0,2,1,2630.0,15,1,1
853,1,1,46,0,0,1,27462.0,35,1,0
854,0,1,16,1,1,0,32579.0,35,0,0
855,1,1,28,0,1,1,26577.0,29,1,0
856,1,1,38,0,0,1,2630.0,15,1,1
857,1,1,9,0,1,1,28857.0,42,1,0
858,1,1,28,0,0,1,48775.0,15,1,2
859,0,1,28,0,0,1,42067.0,15,0,2
860,1,1,28,0,0,1,30474.0,15,0,0
861,0,1,25,1,1,0,26739.0,35,0,0
862,0,1,11,1,1,0,27138.0,35,0,0
863,1,1,28,0,0,1,38952.0,15,1,0
864,0,1,45,1,1,0,25637.0,42,0,0
865,1,1,8,0,2,1,38496.0,29,1,0
866,1,1,4,0,0,1,33113.0,39,1,0
867,1,1,35,1,1,0,23008.0,35,0,0
868,0,1,8,1,0,0,39535.0,3,0,0
869,1,1,13,1,1,1,2630.0,42,0,1
870,1,1,35,0,0,1,2630.0,29,1,1
871,0,1,28,0,0,1,30798.0,29,1,0
872,1,1,28,0,2,1,57877.0,29,1,2
873,0,1,37,0,1,1,2630.0,35,0,1
874,0,1,11,1,1,0,35853.0,35,0,0
875,1,1,9,0,0,1,35248.0,16,0,0
876,1,1,46,1,0,0,27899.0,15,0,0
877,1,1,28,0,0,1,48292.0,15,1,2
878,1,1,28,0,0,1,43589.0,15,0,2
879,1,1,28,1,0,0,2630.0,39,0,1
880,0,1,8,1,1,0,37716.0,42,0,0
881,0,1,28,0,0,1,36806.0,29,1,0
882,1,1,8,0,0,1,46215.0,15,0,2
883,1,1,28,0,0,1,27639.0,29,1,0
884,0,1,8,0,0,1,46290.0,29,1,2
885,0,1,28,0,2,1,76960.0,13,1,2
886,1,1,28,0,1,1,48966.0,15,1,2
887,0,1,28,1,1,0,34016.0,35,0,0
888,1,1,16,0,1,0,30641.0,35,1,0
889,1,1,28,1,1,0,38187.0,29,0,0
890,1,1,41,1,0,0,68652.0,29,0,2
891,1,1,28,0,1,1,35456.0,35,0,0
892,1,1,28,0,0,1,40597.0,29,1,0
893,0,1,13,0,0,1,26170.0,29,1,0
894,0,1,28,0,0,1,46009.0,15,1,2
895,1,1,48,0,0,1,2630.0,15,1,1
896,1,1,30,1,1,1,38252.0,35,0,0
897,0,1,45,1,1,0,2630.0,35,0,1
898,1,0,28,0,0,1,38904.0,15,0,0
899,0,1,28,0,0,1,2630.0,39,1,1
900,1,1,8,0,1,1,43150.0,29,1,2
901,0,1,35,0,1,1,31019.0,35,1,0
902,0,1,25,0,0,1,24968.0,29,0,0
903,0,1,11,0,0,0,2630.0,39,1,1
904,1,1,28,0,0,1,41658.0,40,1,2
905,1,1,8,1,1,0,48163.0,42,0,2
906,1,1,28,0,0,1,40978.0,15,1,0
907,1,1,33,0,0,1,36728.0,29,0,0
908,1,1,13,0,1,1,23595.0,34,1,0
909,1,1,45,0,0,1,20955.0,15,0,0
910,0,1,28,0,0,1,47371.0,2,1,2
911,0,1,43,0,0,1,35872.0,40,0,0
912,1,1,29,0,0,1,38010.0,15,1,0
913,0,1,28,0,0,1,43102.0,28,1,2
914,1,1,28,0,0,1,42976.0,29,0,2
915,0,1,28,1,0,0,32317.0,29,0,0
916,1,1,28,1,1,0,2630.0,42,0,1
917,1,1,41,1,1,0,20215.0,35,0,0
918,1,1,45,0,0,1,22357.0,30,1,0
919,1,1,46,0,1,0,46508.0,35,0,2
920,1,1,46,0,1,1,38738.0,29,0,0
921,1,1,28,0,0,1,83873.0,29,1,2
922,1,1,28,0,0,1,39677.0,29,0,0
923,1,1,28,0,0,1,37654.0,29,1,0
924,0,1,41,0,1,1,24375.0,35,1,0
925,1,1,15,0,0,1,32026.0,37,1,0
926,0,1,28,0,0,1,31415.0,29,1,0
927,0,1,28,0,0,1,41143.0,33,0,0
928,0,1,20,0,0,1,2630.0,15,1,1
929,1,1,47,0,0,1,2630.0,40,1,1
930,0,1,36,1,1,0,24804.0,35,0,0
931,1,1,18,0,0,1,2630.0,35,1,1
932,0,1,28,0,0,1,47209.0,30,0,2
933,1,1,27,0,0,1,27953.0,15,1,0
934,0,1,29,1,1,0,33366.0,35,0,0
935,0,1,28,0,0,1,49429.0,29,0,2
936,0,1,35,1,1,0,2630.0,35,0,1
937,1,1,3,0,1,1,30513.0,35,0,0
938,1,1,47,0,0,1,36553.0,29,0,0
939,0,1,46,0,0,1,23289.0,15,1,0
940,1,1,41,0,2,1,33376.0,29,1,0
941,0,1,28,0,0,1,41317.0,37,1,2
942,1,1,8,0,0,1,31341.0,15,0,0
943,1,1,33,0,0,1,25004.0,29,0,0
944,0,1,28,0,0,1,53914.0,15,1,2
945,1,1,28,0,0,1,53585.0,15,1,2
946,1,1,30,1,1,0,49989.0,35,0,2
947,0,1,17,1,1,0,2630.0,42,0,1
948,0,1,20,1,0,0,2630.0,29,0,1
949,1,1,32,1,1,0,30620.0,35,0,0
950,0,1,11,1,1,0,33269.0,35,0,0
951,0,1,11,0,1,1,2630.0,42,0,1
952,0,1,28,0,0,1,45018.0,29,1,2
953,0,1,3,1,0,0,23101.0,29,0,0
954,1,1,36,0,1,0,33328.0,35,0,0
955,0,1,23,0,0,1,35255.0,29,1,0
956,1,1,28,0,0,1,52039.0,29,1,2
957,0,1,28,1,0,0,49195.0,35,0,2
958,1,1,15,0,1,1,31379.0,35,0,0
959,0,1,37,0,1,1,2630.0,35,1,1
960,1,1,28,0,0,1,34813.0,15,1,0
961,0,1,28,0,0,1,28688.0,29,0,0
962,0,1,28,0,0,1,37314.0,15,1,0
963,1,1,46,0,0,1,27707.0,29,1,0
964,1,1,46,1,0,0,31027.0,35,0,0
965,0,1,50,0,1,1,38463.0,35,1,0
966,0,1,7,0,0,1,29822.0,15,0,0
967,0,1,28,1,0,0,32920.0,29,0,0
968,1,1,28,0,0,1,47688.0,29,1,2
969,1,1,41,0,0,1,31571.0,26,1,0
970,1,1,28,0,2,1,44271.0,15,1,2
971,0,1,28,0,0,1,43735.0,29,0,2
972,1,1,30,0,1,0,26148.0,35,0,0
973,1,1,8,1,1,0,30645.0,35,0,0
974,0,1,28,0,0,1,36807.0,29,1,0
975,1,1,18,0,0,1,2630.0,29,1,1
976,0,1,28,0,0,1,28293.0,15,1,0
977,1,1,28,1,1,0,31530.0,35,0,0
978,0,1,28,0,1,1,27398.0,37,1,0
979,1,1,21,0,1,1,34158.0,35,1,0
980,0,1,28,1,0,0,2630.0,15,0,1
981,0,1,45,0,0,1,28960.0,40,0,0
982,1,1,28,1,1,0,53398.0,35,0,2
983,1,1,28,0,0,1,45319.0,15,1,2
984,1,1,18,1,1,0,32937.0,35,0,0
985,1,1,8,0,0,1,2630.0,39,1,1
986,1,1,6,0,0,1,43556.0,15,0,2
987,1,1,28,0,0,1,35589.0,15,1,0
988,0,1,28,0,0,1,37902.0,29,1,0
989,1,1,41,0,0,1,2630.0,43,1,1
990,0,1,28,0,1,1,34498.0,42,1,0
991,0,1,3,1,0,0,2630.0,15,0,1
992,0,1,35,0,0,1,32568.0,6,0,0
993,0,1,9,1,1,0,33838.0,35,0,0
994,1,1,28,1,0,0,42507.0,29,0,2
995,1,1,41,1,0,0,29016.0,27,0,0
996,1,1,8,0,0,1,48250.0,15,1,2
997,1,1,41,1,1,0,32108.0,15,0,0
998,1,1,28,0,1,1,51296.0,29,1,2
999,1,1,33,0,1,1,25506.0,15,1,0
